proc rank,px,py,nx,ny,time,comm. time,omega 
0,2,2,400,400,481929000000000000.000000,21330000000000000.000000,1.950000
0,2,2,400,400,472961000000000000.000000,19183000000000000.000000,1.950000
0,2,2,400,400,470423000000000000.000000,13520000000000000.000000,1.950000
0,2,2,400,400,468629000000000000.000000,15018000000000000.000000,1.950000
0,2,2,400,400,470405000000000000.000000,14488000000000000.000000,1.950000
0,2,2,400,400,469093000000000000.000000,13505000000000000.000000,1.950000
0,2,2,400,400,469784000000000000.000000,14994000000000000.000000,1.950000
0,2,2,400,400,471075000000000000.000000,16571999999999998.000000,1.950000
0,2,2,400,400,469419000000000000.000000,15814000000000000.000000,1.950000
0,2,2,400,400,469141000000000000.000000,15022000000000000.000000,1.950000
0,2,2,400,400,467473000000000000.000000,14706000000000000.000000,1.950000
0,2,2,400,400,468326000000000000.000000,14460000000000000.000000,1.950000
0,2,2,400,400,469980000000000000.000000,14481000000000000.000000,1.950000
0,2,2,400,400,468763000000000000.000000,17003999999999998.000000,1.950000
0,2,2,400,400,468575000000000000.000000,15443000000000000.000000,1.950000
0,2,2,400,400,469306000000000000.000000,16159999999999998.000000,1.950000
0,2,2,400,400,468254000000000000.000000,14614000000000000.000000,1.950000
0,2,2,400,400,467290000000000000.000000,16667999999999998.000000,1.950000
0,2,2,400,400,469721000000000000.000000,15906000000000000.000000,1.950000
0,2,2,400,400,470157000000000000.000000,17020999999999998.000000,1.950000
0,2,2,400,400,468769000000000000.000000,17140999999999998.000000,1.950000
0,2,2,400,400,470581000000000000.000000,15381000000000000.000000,1.950000
0,2,2,400,400,468623000000000000.000000,15478000000000000.000000,1.950000
0,2,2,400,400,468146000000000000.000000,18266000000000000.000000,1.950000
0,2,2,400,400,468370000000000000.000000,18583000000000000.000000,1.950000
0,2,2,400,400,469233000000000000.000000,16025000000000000.000000,1.950000
0,2,2,400,400,469597000000000000.000000,16528999999999998.000000,1.950000
0,2,2,400,400,469940000000000000.000000,16284999999999998.000000,1.950000
0,2,2,400,400,468999000000000000.000000,14926000000000000.000000,1.950000
0,2,2,400,400,469367000000000000.000000,16623999999999998.000000,1.950000
1,2,2,400,400,481901000000000000.000000,33504999999999996.000000,1.950000
1,2,2,400,400,472947000000000000.000000,29922000000000000.000000,1.950000
1,2,2,400,400,470378000000000000.000000,30313000000000000.000000,1.950000
1,2,2,400,400,468618000000000000.000000,30693000000000000.000000,1.950000
1,2,2,400,400,470393000000000000.000000,32369999999999996.000000,1.950000
1,2,2,400,400,469053000000000000.000000,29274000000000000.000000,1.950000
1,2,2,400,400,469560000000000000.000000,28476000000000000.000000,1.950000
1,2,2,400,400,471033000000000000.000000,25340000000000000.000000,1.950000
1,2,2,400,400,469396000000000000.000000,27535000000000000.000000,1.950000
1,2,2,400,400,469111000000000000.000000,26534000000000000.000000,1.950000
1,2,2,400,400,467446000000000000.000000,23641000000000000.000000,1.950000
1,2,2,400,400,468297000000000000.000000,27089000000000000.000000,1.950000
1,2,2,400,400,469958000000000000.000000,27832000000000000.000000,1.950000
1,2,2,400,400,468731000000000000.000000,28205000000000000.000000,1.950000
1,2,2,400,400,468568000000000000.000000,27931000000000000.000000,1.950000
1,2,2,400,400,469276000000000000.000000,28886000000000000.000000,1.950000
1,2,2,400,400,468238000000000000.000000,25956000000000000.000000,1.950000
1,2,2,400,400,467264000000000000.000000,26221000000000000.000000,1.950000
1,2,2,400,400,469700000000000000.000000,30163000000000000.000000,1.950000
1,2,2,400,400,470093000000000000.000000,28709000000000000.000000,1.950000
1,2,2,400,400,468766000000000000.000000,24911000000000000.000000,1.950000
1,2,2,400,400,470556000000000000.000000,30942000000000000.000000,1.950000
1,2,2,400,400,468592000000000000.000000,27400000000000000.000000,1.950000
1,2,2,400,400,468069000000000000.000000,24661000000000000.000000,1.950000
1,2,2,400,400,468351000000000000.000000,26196000000000000.000000,1.950000
1,2,2,400,400,469189000000000000.000000,24467000000000000.000000,1.950000
1,2,2,400,400,469557000000000000.000000,29794000000000000.000000,1.950000
1,2,2,400,400,469922000000000000.000000,27029000000000000.000000,1.950000
1,2,2,400,400,468974000000000000.000000,31922000000000000.000000,1.950000
1,2,2,400,400,469359000000000000.000000,26760000000000000.000000,1.950000
2,2,2,400,400,481900000000000000.000000,37685000000000000.000000,1.950000
2,2,2,400,400,472946000000000000.000000,32919999999999996.000000,1.950000
2,2,2,400,400,470390000000000000.000000,34029999999999996.000000,1.950000
2,2,2,400,400,468504000000000000.000000,29393000000000000.000000,1.950000
2,2,2,400,400,470394000000000000.000000,34419999999999996.000000,1.950000
2,2,2,400,400,469050000000000000.000000,31688000000000000.000000,1.950000
2,2,2,400,400,469763000000000000.000000,33145999999999996.000000,1.950000
2,2,2,400,400,470929000000000000.000000,36398000000000000.000000,1.950000
2,2,2,400,400,469406000000000000.000000,31517000000000000.000000,1.950000
2,2,2,400,400,469126000000000000.000000,29469000000000000.000000,1.950000
2,2,2,400,400,467454000000000000.000000,29014000000000000.000000,1.950000
2,2,2,400,400,468303000000000000.000000,30171000000000000.000000,1.950000
2,2,2,400,400,469959000000000000.000000,31772000000000000.000000,1.950000
2,2,2,400,400,468734000000000000.000000,31688000000000000.000000,1.950000
2,2,2,400,400,468567000000000000.000000,30815000000000000.000000,1.950000
2,2,2,400,400,469253000000000000.000000,31815000000000000.000000,1.950000
2,2,2,400,400,468224000000000000.000000,31874000000000000.000000,1.950000
2,2,2,400,400,467256000000000000.000000,28731000000000000.000000,1.950000
2,2,2,400,400,469704000000000000.000000,32351999999999996.000000,1.950000
2,2,2,400,400,469971000000000000.000000,34025999999999996.000000,1.950000
2,2,2,400,400,468765000000000000.000000,30157000000000000.000000,1.950000
2,2,2,400,400,470556000000000000.000000,32473999999999996.000000,1.950000
2,2,2,400,400,468607000000000000.000000,31967000000000000.000000,1.950000
2,2,2,400,400,468102000000000000.000000,30930000000000000.000000,1.950000
2,2,2,400,400,468333000000000000.000000,28795000000000000.000000,1.950000
2,2,2,400,400,469197000000000000.000000,30961000000000000.000000,1.950000
2,2,2,400,400,469553000000000000.000000,31800000000000000.000000,1.950000
2,2,2,400,400,469916000000000000.000000,35102999999999996.000000,1.950000
2,2,2,400,400,468975000000000000.000000,29142000000000000.000000,1.950000
2,2,2,400,400,469209000000000000.000000,30714000000000000.000000,1.950000
3,2,2,400,400,481902000000000000.000000,36523000000000000.000000,1.950000
3,2,2,400,400,472927000000000000.000000,33684999999999996.000000,1.950000
3,2,2,400,400,470377000000000000.000000,35193999999999996.000000,1.950000
3,2,2,400,400,468607000000000000.000000,28787000000000000.000000,1.950000
3,2,2,400,400,470379000000000000.000000,31827000000000000.000000,1.950000
3,2,2,400,400,469049000000000000.000000,33085999999999996.000000,1.950000
3,2,2,400,400,469559000000000000.000000,33315999999999996.000000,1.950000
3,2,2,400,400,471029000000000000.000000,34737999999999996.000000,1.950000
3,2,2,400,400,469393000000000000.000000,30728000000000000.000000,1.950000
3,2,2,400,400,469110000000000000.000000,33864999999999996.000000,1.950000
3,2,2,400,400,467444000000000000.000000,33831999999999996.000000,1.950000
3,2,2,400,400,468292000000000000.000000,33301999999999996.000000,1.950000
3,2,2,400,400,469958000000000000.000000,35867999999999996.000000,1.950000
3,2,2,400,400,468728000000000000.000000,29876000000000000.000000,1.950000
3,2,2,400,400,468554000000000000.000000,30120000000000000.000000,1.950000
3,2,2,400,400,469213000000000000.000000,30389000000000000.000000,1.950000
3,2,2,400,400,468238000000000000.000000,32162999999999996.000000,1.950000
3,2,2,400,400,467159000000000000.000000,28802000000000000.000000,1.950000
3,2,2,400,400,469702000000000000.000000,31589000000000000.000000,1.950000
3,2,2,400,400,470093000000000000.000000,29255000000000000.000000,1.950000
3,2,2,400,400,468764000000000000.000000,31414000000000000.000000,1.950000
3,2,2,400,400,470546000000000000.000000,33231999999999996.000000,1.950000
3,2,2,400,400,468590000000000000.000000,32197999999999996.000000,1.950000
3,2,2,400,400,468069000000000000.000000,29505000000000000.000000,1.950000
3,2,2,400,400,468352000000000000.000000,31221000000000000.000000,1.950000
3,2,2,400,400,469079000000000000.000000,33940999999999996.000000,1.950000
3,2,2,400,400,469422000000000000.000000,31029000000000000.000000,1.950000
3,2,2,400,400,469913000000000000.000000,32372999999999996.000000,1.950000
3,2,2,400,400,468974000000000000.000000,32326999999999996.000000,1.950000
3,2,2,400,400,469356000000000000.000000,32292999999999996.000000,1.950000
